case_id,cve,project,gap_type,cwe,baseline_status,baseline_findings,baseline_sources,baseline_sinks,lapis_status,lapis_findings,lapis_sources,lapis_sinks,ccec_file,ctpc_file,trace_status,complete_path_recovery,report_path,notes
TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
